,Tensión: L1 (V),Tensión: L2 (V),Tensión: L3 (V),Tensión: L1 - L2 (V),Tensión: L2 - L3 (V),Tensión: L3 - L1 (V),Corriente: L1 (A),Corriente: L2 (A),Corriente: L3 (A),Factor de potencia: L1 +,Factor de potencia: L2 +,Factor de potencia: L3 +,Flicker (Pst): L1 (Pst),Flicker (Pst): L2 (Pst),Flicker (Pst): L3 (Pst),Distorsión armónica: VL1 (%V THD),Distorsión armónica: VL2 (%V THD),Distorsión armónica: VL3 (%V THD),Distorsión armónica: IL1 (%I THD),Distorsión armónica: IL2 (%I THD),Distorsión armónica: IL3 (%I THD),Armónicos IL1: Armónico 2 (%IL1),Armónicos IL1: Armónico 3 (%IL1),Armónicos IL1: Armónico 5 (%IL1),Armónicos IL1: Armónico 6 (%IL1),Armónicos IL1: Armónico 7 (%IL1),Armónicos IL1: Armónico 11 (%IL1),Armónicos IL1: Armónico 13 (%IL1),Armónicos IL2: Armónico 2 (%IL2),Armónicos IL2: Armónico 3 (%IL2),Armónicos IL2: Armónico 5 (%IL2),Armónicos IL2: Armónico 7 (%IL2),Armónicos IL2: Armónico 9 (%IL2),Armónicos IL2: Armónico 11 (%IL2),Armónicos IL2: Armónico 13 (%IL2),Armónicos VL1: Armónico 2 (%VL1),Armónicos VL1: Armónico 3 (%VL1),Armónicos VL1: Armónico 5 (%VL1),Armónicos VL1: Armónico 7 (%VL1),Armónicos VL1: Armónico 9 (%VL1),Armónicos VL1: Armónico 11 (%VL1),Armónicos VL1: Armónico 13 (%VL1),Armónicos VL2: Armónico 2 (%VL2),Armónicos VL2: Armónico 3 (%VL2),Armónicos VL2: Armónico 5 (%VL2),Armónicos VL2: Armónico 7 (%VL2),Armónicos VL2: Armónico 9 (%VL2),Armónicos VL2: Armónico 11 (%VL2),Armónicos VL2: Armónico 13 (%VL2),Armónicos VL3: Armónico 2 (%VL3),Armónicos VL3: Armónico 3 (%VL3),Armónicos VL3: Armónico 5 (%VL3),Armónicos VL3: Armónico 7 (%VL3),Armónicos VL3: Armónico 9 (%VL3),Armónicos VL3: Armónico 11 (%VL3),Armónicos VL3: Armónico 13 (%VL3)
Factor de potencia: L2 +,0.2858874812985534,0.3150793185930298,0.2513169005954231,0.29392603944204865,0.3034814331567046,0.2553120989039102,-0.5053946870457832,-0.591365465689295,-0.5993701970588808,0.8647578955679324,1.0,0.9490976113104926,-0.038157893153316975,-0.03662674972915815,0.049224281696108034,-0.004599181018452056,0.04653919607818121,0.006369087158199931,-0.07708795953210237,0.2140394959213968,0.40114419127421486,0.03671246268901009,-0.09102565315921979,-0.04860797285015203,0.0647228603591496,0.11393106266344469,-0.032021250865667684,-0.09726787104231105,-0.008203498681642636,0.013938840351048002,0.23579164187133164,0.05963238748572695,-0.08954341255998555,0.04241985726442899,0.16114684801118406,-0.010229822964756474,-0.14147878150966953,0.10446414876882276,-0.20274968113680433,-0.07838675599316391,-0.027958176073966088,0.0025819883337483258,-0.017252605098205427,0.42887652519694724,0.12424629606217924,-0.12236191067658603,0.09014376488808942,-0.1551672295590576,0.29240869562185656,-0.013196404198322742,-0.0861923345415116,0.11461102880094995,-0.204618169772209,-0.03335294921523641,-0.007963404046297192,0.06006121195266646
Factor de potencia: L3 +,0.2609601699950498,0.30399703319767596,0.21847513670652546,0.2790818221501289,0.28642891565822987,0.21786352902843714,-0.3886394862056998,-0.507020772369144,-0.5267939310886728,0.8040366517393873,0.9490976113104926,1.0,-0.00959109740787258,0.030709187812124932,0.08284128058701798,0.010166096148026533,0.06206172095785636,0.011523328344568595,0.011177540808031619,0.3541168257539604,0.5296602988697157,0.02650375010459702,-0.06840000618111315,0.10521197040443743,0.12127208599722067,0.21847818043594752,0.002306305033115961,0.01207040398691674,-0.00239355089259863,0.19453179000033843,0.3744874967646024,0.17476299629252573,-0.09704612825147926,0.08652273005437702,0.33504914818144166,-0.006494897114862441,0.03529257165101307,0.05642950926332336,-0.12904184809705146,-0.08910651247884216,-0.13745662230941066,0.10556698752451593,-0.01645918920799663,0.32371326846052123,0.0738581002516281,-0.03665445791523058,0.2558164661167047,-0.23373716859430776,0.28201523432980297,-0.01117140627768993,0.05207038072695483,0.07325662883982857,-0.1316245025465901,-0.04542967759175402,-0.16681951337122025,0.0969078027192465
Flicker (Pst): L1 (Pst),0.31146228510209845,0.2979279852617321,0.3110547804394468,0.2989152237248384,0.30141865202359946,0.32145335517530577,-0.08800292595831546,-0.0950192590230321,-0.10528533118399747,-0.05731470037632065,-0.038157893153316975,-0.00959109740787258,1.0,0.11016291114515446,0.22044440459064174,0.3215502232961964,0.30077552122705126,0.2952153836326374,0.059251609877522086,0.11931586574263815,0.12031607909103263,0.02124910869127403,-0.022567287002626574,0.11259167182416223,0.0357769620837588,-0.03537587495079897,0.016309083760051257,0.018368828056172952,0.023649375943663547,0.07265396606468055,0.13046680440321903,0.03705791607579673,0.05240797452101128,0.12612451422528115,0.0817473930080081,0.01993421381183394,0.09868981328639997,0.2561492011330456,0.21457429573626777,0.06571523015653712,0.11642417318982261,-0.0036503027804494427,0.010069578582210663,-0.023870201114192385,0.23489320888901558,0.22266491629767168,0.16456615346361284,0.1718141410059785,0.03395074440228177,0.008123812645509874,-0.03782734697460269,0.23565092147698008,0.22189092418614698,0.06791024615721511,-0.008354316748367388,0.06645500913197772
Flicker (Pst): L2 (Pst),0.15884876741919504,0.16192747554336248,0.14080047673597845,0.1613699140507425,0.15656324191750212,0.14342072564121214,0.1502027855949376,0.04586495373809438,0.0317446819983064,-0.021372445695622112,-0.03662674972915815,0.030709187812124932,0.11016291114515446,1.0,0.30750955619038495,0.20523203064069237,0.19945371633110923,0.1982699208555549,-0.0030350537175818392,0.10897133872395591,0.1137874731585167,-0.11301468841396804,-0.056713565964918486,0.09820901008968264,0.04129392369308924,0.007697397466057231,0.051479935466519695,0.1541187054390798,0.038303167365084635,0.1769771841336126,0.11479051171428561,0.01300682803163462,0.06528873181309919,0.0885949425025541,0.1833042173587194,0.030297240431830057,0.18707947745745854,0.11376988055010126,0.18753596357088118,0.06897949061147929,-0.025336960601333565,0.13781885011887526,0.023518507718087656,0.0004754540114800976,0.1089591858940864,0.21046152621243747,0.258945634874958,0.027243460149931766,0.08739908232083082,0.02357335224284651,0.08991454964649033,0.12362414163249844,0.20443092314148287,0.05252166314580081,-0.12625163901808176,0.005357730745516045
Flicker (Pst): L3 (Pst),0.21307966945743234,0.2192429003305009,0.2066960487300078,0.219511515934916,0.21343271592329413,0.20649037498980571,0.034417725615054434,-0.0036653487779035963,-0.01711572536021374,0.02738686095450411,0.049224281696108034,0.08284128058701798,0.22044440459064174,0.30750955619038495,1.0,0.2725410009829473,0.26946953976692645,0.2649058074925108,0.047861389798918436,0.11154038872962116,0.13783725421451073,0.0015367754529577921,0.006729605046090569,0.0845979781159958,0.0793089029832672,-0.010411802199461853,0.019912415351569554,0.124096836191115,0.023144965417077498,0.16921632185450997,0.12490551068270964,-0.03838774237739692,0.07869482984804026,0.015984801828975465,0.1731990956469918,0.01429129691743149,0.17062094608932285,0.1659205932192101,0.2450823297218443,0.0913543759046898,-0.040828340713608184,0.11800153881994796,0.029261568722257058,0.09142988971532956,0.16190886649518904,0.2664996956967125,0.26761367945479136,0.032671401201299494,0.11660765807204496,0.0169140077908913,0.08377020986893824,0.17347453834504062,0.2453775939029624,0.08348968733266408,-0.12460345580982972,0.07849983154519317
Distorsión armónica: VL1 (%V THD),0.7649819505230774,0.7713636724526735,0.7490223785291883,0.7750926798131611,0.7632602962301547,0.7481163764906482,-0.03228573819317064,-0.20077016735547817,-0.2277038780489256,0.027648704929617986,-0.004599181018452056,0.010166096148026533,0.3215502232961964,0.20523203064069237,0.2725410009829473,1.0,0.9847195110843442,0.9772434488347992,-0.19131609074663733,-0.016570012412284337,0.08649147901381499,-0.23326381633927037,-0.11252986654723579,-0.07953366039980787,0.032813512210355965,-0.2347306475131982,0.08854104451031763,0.1228623196934889,0.03124487439768594,0.0665118590589436,0.01858759372095715,-0.3149912099371725,0.02754679674071114,0.019326138236173088,0.06879702571974901,0.030274684078521904,0.255743285664536,0.7778384292070241,0.679114334684965,0.023397819043528573,0.18696910585162527,-0.03251273574109175,0.02945855559610896,0.4716177320270836,0.7609188880650778,0.7457900169828936,0.43696468231347474,0.22814953753758987,0.2684372066337208,0.027718928983868556,-0.10850880244593517,0.7752244198461175,0.6912055339270086,0.0058361718839605725,0.06978533673645725,0.012496065904366895
Distorsión armónica: VL2 (%V THD),0.8064217809723401,0.8201898991754795,0.7887745910101742,0.8220836586973127,0.8106227504493569,0.7836202529638284,-0.06198757426580231,-0.2676227168264909,-0.29530015559350037,0.086846400528377,0.04653919607818121,0.06206172095785636,0.30077552122705126,0.19945371633110923,0.26946953976692645,0.9847195110843442,1.0,0.9785849908673421,-0.24889515144270602,-0.052534701804615544,0.0696109343156255,-0.27755224578507326,-0.17218480482927248,-0.12990042488059625,0.02542654750742963,-0.2768185535479885,0.09444046073739427,0.12159627741764778,0.030123905629218635,0.032633960695790484,-0.016547108145889406,-0.356441337309935,0.022456222009135312,0.0041934456014873014,0.03924035281556737,0.02795125795763293,0.2323905712927818,0.8107524729535409,0.6323226961596926,0.017909863437564774,0.1949405003600477,-0.04696992786848305,0.030488267624883242,0.5389594475088211,0.800177335995971,0.717505011851501,0.43512254161953495,0.19874247582498739,0.29729327163730257,0.028840652278127675,-0.15417172963710596,0.813261001007946,0.6473962206536726,0.0021023539886604247,0.07935388767692794,0.004950139670966131
Distorsión armónica: VL3 (%V THD),0.781920252629689,0.7777240617459277,0.7727443906225452,0.7846602234398317,0.7763996053639922,0.7724831972474807,-0.03613388209253996,-0.23656625223460925,-0.25789769027046106,0.07008174828429731,0.006369087158199931,0.011523328344568595,0.2952153836326374,0.1982699208555549,0.2649058074925108,0.9772434488347992,0.9785849908673421,1.0,-0.2444675546505676,-0.06657975278564933,0.03457959644409174,-0.27554882923412416,-0.17919624999835967,-0.12574764643259334,0.013770473758219727,-0.278962940095239,0.10756347702069065,0.1384867546768896,0.02904983412376501,0.01293832033687019,-0.029559830018419383,-0.36634682667371316,0.023020227649432942,-0.000601088857431894,0.045526181721197025,0.03065509498674614,0.1571888434802639,0.7910750044014706,0.6445876531645423,0.018193372746552316,0.23206318992784047,-0.05139150698034423,0.029510196468596553,0.5094474856048194,0.7798481095055304,0.7110176985434523,0.3869389769441985,0.27643166749308595,0.28323666554624033,0.02814442245350272,-0.1595640455802871,0.794501046091481,0.6822078659880407,0.0018284509475550502,0.14501369592922622,0.020557993706833054
Distorsión armónica: IL1 (%I THD),-0.413014290405618,-0.41792582880921786,-0.41376458624240475,-0.4189745891748796,-0.42631666641613647,-0.39903955571122424,-0.04019053308604184,0.5094774617483531,0.49196069944911264,-0.4618673059905939,-0.07708795953210237,0.011177540808031619,0.059251609877522086,-0.0030350537175818392,0.047861389798918436,-0.19131609074663733,-0.24889515144270602,-0.2444675546505676,1.0,0.7935597719404014,0.69145406006229,0.8680907214050817,0.8421062682362811,0.8814880796764822,0.22339497636763292,0.8127957445750017,-0.027882244393609954,-0.0929981774423512,0.02183378882436414,0.7275299304368066,0.7870388764475169,0.7804780844429127,0.019737472413720668,-0.008640944648126243,0.6886332441595711,0.01675787225954043,0.41285479340768677,-0.6495102943817911,0.43725728939648495,0.023636332064402275,-0.6213131239597898,0.015564420280364909,0.0032072415196269626,-0.5832180595050449,-0.6724677404419999,0.35814344035108153,0.28585602630770307,-0.2293275367473453,-0.4206343592798717,0.006544460159505637,0.7392733789520921,-0.6568820029098936,0.3803684515847513,0.022027341061655242,-0.5809587276666661,0.03817341208365477
Distorsión armónica: IL2 (%I THD),-0.15573793620934254,-0.15590179550190575,-0.19816744902308683,-0.16842046053763599,-0.16640458179062972,-0.17527720697336002,0.048199410477989556,0.2687121906601671,0.2358723299845811,-0.0945670958251684,0.2140394959213968,0.3541168257539604,0.11931586574263815,0.10897133872395591,0.11154038872962116,-0.016570012412284337,-0.052534701804615544,-0.06657975278564933,0.7935597719404014,1.0,0.9607752613386397,0.4789611108866222,0.5688050057381704,0.9369519560563402,0.14966378196839683,0.8739218038476274,0.023385569647415772,0.12329646653143618,0.026057204307074627,0.8727113575138079,0.9971341486953562,0.897295638750562,0.02869060730752612,0.11656981929185836,0.8426383468262564,0.012266645653715508,0.5168057651222727,-0.45253492222524144,0.4583576471929741,0.02488103676382786,-0.5731178288116376,0.18787475725347857,-0.001021265168434305,-0.3931820100554867,-0.47760507726027235,0.439923234583051,0.529425457811197,-0.25314822941549886,-0.1734646026390408,0.007080749703042779,0.7588351706631343,-0.4607943127817578,0.4295464161681184,0.011919037515046405,-0.5850222751747532,0.12278748342588829
Distorsión armónica: IL3 (%I THD),-0.010455004687850628,0.011746470829470465,-0.06046098674693516,-0.00759455546983342,-0.006796862105168584,-0.04502466269334476,-0.07399237905524693,0.09411938258202339,0.053442283622097325,0.06384916430258207,0.40114419127421486,0.5296602988697157,0.12031607909103263,0.1137874731585167,0.13783725421451073,0.08649147901381499,0.0696109343156255,0.03457959644409174,0.69145406006229,0.9607752613386397,1.0,0.4165425116331572,0.5132506382593445,0.8436464274903028,0.1608385943243116,0.8064624166951119,0.015082222191837982,0.08834252541695715,0.027842012157981256,0.8379462690777525,0.9640569550211935,0.8059926401964598,0.008431321333571266,0.09496937247326702,0.813497271711213,0.010735131575360367,0.5320145745679032,-0.3074746351338123,0.4425139464575879,0.0066914686555469725,-0.5378105120402368,0.17940397254752202,0.00026273468122452214,-0.2020701452153372,-0.3256184522123304,0.4612617578352508,0.5746833372613396,-0.3150144532400443,-0.06652472001167667,0.00916021422603213,0.6860572180125062,-0.309765326516244,0.40383257137531253,0.0024800602912002966,-0.5783439835087476,0.10906507415688624
