,Tensión: L1 (V),Tensión: L2 (V),Tensión: L3 (V),Tensión: L1 - L2 (V),Tensión: L2 - L3 (V),Tensión: L3 - L1 (V),Corriente: L1 (A),Corriente: L2 (A),Corriente: L3 (A),Factor de potencia: L1 +,Factor de potencia: L2 +,Factor de potencia: L3 +,Flicker (Pst): L1 (Pst),Flicker (Pst): L2 (Pst),Flicker (Pst): L3 (Pst),Distorsión armónica: VL1 (%V THD),Distorsión armónica: VL2 (%V THD),Distorsión armónica: VL3 (%V THD),Distorsión armónica: IL1 (%I THD),Distorsión armónica: IL2 (%I THD),Distorsión armónica: IL3 (%I THD),Armónicos IL1: Armónico 2 (%IL1),Armónicos IL1: Armónico 3 (%IL1),Armónicos IL1: Armónico 5 (%IL1),Armónicos IL1: Armónico 6 (%IL1),Armónicos IL1: Armónico 7 (%IL1),Armónicos IL1: Armónico 11 (%IL1),Armónicos IL1: Armónico 13 (%IL1),Armónicos IL2: Armónico 2 (%IL2),Armónicos IL2: Armónico 3 (%IL2),Armónicos IL2: Armónico 5 (%IL2),Armónicos IL2: Armónico 7 (%IL2),Armónicos IL2: Armónico 9 (%IL2),Armónicos IL2: Armónico 11 (%IL2),Armónicos IL2: Armónico 13 (%IL2),Armónicos VL1: Armónico 2 (%VL1),Armónicos VL1: Armónico 3 (%VL1),Armónicos VL1: Armónico 5 (%VL1),Armónicos VL1: Armónico 7 (%VL1),Armónicos VL1: Armónico 9 (%VL1),Armónicos VL1: Armónico 11 (%VL1),Armónicos VL1: Armónico 13 (%VL1),Armónicos VL2: Armónico 2 (%VL2),Armónicos VL2: Armónico 3 (%VL2),Armónicos VL2: Armónico 5 (%VL2),Armónicos VL2: Armónico 7 (%VL2),Armónicos VL2: Armónico 9 (%VL2),Armónicos VL2: Armónico 11 (%VL2),Armónicos VL2: Armónico 13 (%VL2),Armónicos VL3: Armónico 2 (%VL3),Armónicos VL3: Armónico 3 (%VL3),Armónicos VL3: Armónico 5 (%VL3),Armónicos VL3: Armónico 7 (%VL3),Armónicos VL3: Armónico 9 (%VL3),Armónicos VL3: Armónico 11 (%VL3),Armónicos VL3: Armónico 13 (%VL3)
Distorsión armónica: IL3 (%I THD),-0.0647991949475492,0.08182687887085922,-0.3872926838036708,-0.08892377971213634,-0.07911953798183566,-0.474142825919053,-19.391614998487864,33.11813195736771,17.952360158896216,0.007786013108506247,0.042324960772153745,0.0467068804516625,0.04339502592242612,0.04223307709023953,0.05016088257456743,0.06888821544581988,0.06658363821652441,0.02618202693484602,8.386662070765848,6.530397358411223,6.375841389741721,4.504186407289426,3.3869942400710475,6.846764864354928,0.11371342058739194,2.861746648442322,0.0016201824239008011,0.03547486444514793,0.0020299191515284185,2.179864721690385,5.7728855298456025,2.6343749355224513,0.0003033357300349068,0.04175416353349916,0.8582264622135088,9.620167910323347e-05,0.14169012413815818,-0.2746640579491846,0.2850607871772151,3.4626649987820305e-05,-0.12085805466283972,0.015156057437678885,3.0396138290073207e-06,-0.028773938675035894,-0.34995590480975997,0.34225113117645845,0.11065154587251512,-0.05679909050863031,-0.007405400894428631,0.00010595597992732999,0.19309343939228116,-0.28050246711203736,0.24128468048751514,1.0479391308406877e-05,-0.12022728497644677,0.0017216662606787572
Armónicos IL1: Armónico 2 (%IL1),-3.705246305137376,-4.17174151434275,-3.5538487124887768,-6.983403153604251,-7.083960590871277,-5.732158375962063,-149.1386657305801,195.49745025541927,184.917008255715,-0.07453367103093864,0.00656945124948178,0.0039637868100607845,0.01299799959754249,-0.0711398071341684,0.0009484806834091133,-0.315092820015557,-0.4502506249664126,-0.35383552547191716,17.85708010710237,5.521251977082672,4.504186407289426,18.339037723141367,8.941849970011791,7.657068463879042,0.2760153041751646,3.326723394160921,-0.01627039088986666,-0.2323174078201503,0.0011998500002157436,1.7251713588670272,4.843855604025674,2.755817072438838,-0.00022951359510335484,-0.05080398099584325,0.670408778439257,0.000208233160229502,0.0669889959624792,-0.8217476624314471,0.27612854420580685,1.8014291558943527e-05,-0.1757792714341019,-0.026488775513005845,2.0429429298677502e-05,-0.09803138796479231,-1.0138512695653807,0.2184837781352566,0.004133198945451358,-0.04838914215735285,-0.08059871782349674,6.929252586063047e-07,0.21969802168171623,-0.8481395860963065,0.1874889924321496,7.41010309739355e-05,-0.1345375399564668,-0.0019316445805321158
Armónicos IL1: Armónico 3 (%IL1),-3.0338886528928892,-3.259251310242622,-3.242279211928434,-5.560019089728036,-5.756551243637069,-5.202083419453764,-5.496221902871208,212.1691615583973,197.83341015511093,-0.054882473907921926,-0.0099404790794626,-0.006242909464303873,-0.008424479717667873,-0.02178676165606995,0.0025347526631434823,-0.09276558120797687,-0.1704638672721579,-0.14042994217712282,10.571586516219707,4.001553804773558,3.3869942400710475,8.941849970011791,6.830184186319815,5.376014201927791,0.11299451680966445,2.7094033597755027,-0.00617495725359184,-0.0795928923873151,0.0015572490023876761,1.625907117026895,3.4645433767681566,1.892267357356048,0.0021487441636786238,-0.048687769996669586,0.5347358118993305,0.0001784183495551977,0.12044771366045393,-0.5323728549815101,0.30409379497492905,0.0003465730501695159,-0.14475286123411682,-0.006227468945847526,6.77303549903361e-05,-0.05937447618733808,-0.6669875120472506,0.29737055732529605,0.04112065784162723,-0.06206886869017313,-0.043876443365471064,0.0001125045452994257,0.20669121363711396,-0.5545960775291764,0.2351547690634865,0.00023525038078527834,-0.11207314764583914,-0.0006042100357857807
Armónicos IL1: Armónico 5 (%IL1),-2.12200352558332,-2.520114646141333,-2.380957618922095,-4.268436860701431,-4.267599971659299,-3.6338810783548814,38.89419231996398,192.74028993655998,172.27533153106077,-0.055462312479676056,-0.00652816319890229,0.011809622937257758,0.05169041111473294,0.046397763006617,0.03918735728152069,-0.08063248013110881,-0.15815687215931046,-0.12119107752329313,13.60910903423125,8.106297809587353,6.846764864354928,7.657068463879042,5.376014201927791,10.330286785152365,0.17354903235625604,3.8594493166262427,0.0030297722505890786,0.047749234801048125,0.002487973932045861,2.8556765843433007,7.104976732970179,3.6455690844325357,0.0004679398996680318,0.04366614888498455,1.133774532947194,0.0001891319193970823,0.17263687970637076,-0.6276395604033524,0.40405973729640254,7.145269534784931e-05,-0.16841782216317425,0.017929619348089336,5.049253982506032e-05,-0.1014458314063617,-0.7860536053099297,0.41602198571628624,0.11606353220464781,-0.050941728378790276,-0.04154823450175482,0.00015695119946872464,0.27727076549706864,-0.6368452968360014,0.3523634207639083,4.9035690455989137e-05,-0.1613167360768701,0.002148668457720573
Armónicos IL1: Armónico 6 (%IL1),-0.003734078919342484,0.007493381396810206,0.015531922103668574,0.023514812282566026,0.00622714286106545,0.003704265206993065,-2.1297281493188236,1.5391184176121093,1.0100293836397458,-0.0006768846056837526,0.0007572472568357974,0.0011858458512938835,0.0014308815782299385,0.0016995281910551598,0.003200401378868309,0.002898066046191611,0.002696878639426643,0.0011561553062619937,0.30045758053956767,0.11280243157338557,0.11371342058739194,0.2760153041751646,0.11299451680966445,0.17354903235625604,0.07839807604879233,0.045134417301439446,-0.0001496889191189721,-0.0021373390414841267,9.784602820262575e-05,0.05735307591738561,0.10223259949547667,0.023816898864292974,-1.2986709877901545e-05,0.0015594176054401518,0.029877584642595323,1.6223826037907042e-05,0.004748978459889773,-0.006026721457382868,0.007063786388382571,-2.0505331386160863e-06,-0.0029192897996616458,0.00149075877375176,1.4856803945496294e-05,-0.0009138542687765549,-0.006191447815647759,0.008160625880375952,0.004662787815027998,-0.0008956648336410643,0.0008198206043375211,-7.518621508258848e-06,0.004346277286996587,-0.0034887045141540757,0.00456161602016523,-1.3670220924106808e-06,-0.004947181365194173,-1.777128720133916e-05
Armónicos IL1: Armónico 7 (%IL1),-1.5584357808324285,-1.7475951483268002,-1.757616625224519,-3.0044826104591102,-3.0124227378530173,-2.7574042355129973,17.491855547069694,88.42643105505472,80.60227382350783,-0.01177814961105572,0.00669033323566088,0.010722623474260125,-0.007101220807606008,0.001590053472726429,-0.0021087932862544107,-0.10405212472890021,-0.14736515297899036,-0.11755453868986339,5.486770304200659,3.3059776706649604,2.861746648442322,3.326723394160921,2.7094033597755027,3.8594493166262427,0.045134417301439446,1.9749522291482018,-0.0015356577023751708,0.00417372595306152,0.0006571883199435798,1.1434001269741918,2.856898382991341,1.6222435748980997,-4.52766738959974e-05,0.0031882948390110806,0.42518594971947665,2.2829661202108718e-05,0.06338702494021009,-0.3320015906096373,0.12430785710166994,-2.1986108545078146e-07,-0.08228400227196339,0.005571511141916488,-3.427302863450329e-05,-0.03652188765157376,-0.41052708468907767,0.12226283578828558,0.03602623721383233,-0.03238818583027661,-0.017061651911850034,2.0669099456054955e-05,0.12795370090341157,-0.34200278386105865,0.10241123182223465,1.0124200919690145e-05,-0.06526330924471735,0.0003585053682584925
Armónicos IL1: Armónico 11 (%IL1),0.003950949011448867,0.0033746928515139478,0.002942732129961627,0.006392073527352387,0.005842914138068066,0.0055411046676057405,0.5178178484837431,0.2664224697637071,0.25438013985597024,3.281386886080576e-05,-5.692400220135674e-05,3.426583068460605e-06,9.910759150320266e-05,0.0003219269559104994,0.00012209097894864477,0.001188166570367116,0.0015219810091800284,0.0013721742162766245,-0.005697897335660203,0.002678100227627809,0.0016201824239008011,-0.01627039088986666,-0.00617495725359184,0.0030297722505890786,-0.0001496889191189721,-0.0015356577023751708,0.0018099211677389245,0.0016345955830868964,3.8924237948925736e-05,0.00292137092899056,0.00290876451406778,-0.0021233673696337487,-8.160945375209227e-07,-0.00010196886484603609,0.0009813274980906765,-3.0066640856034194e-07,0.000264865335575484,0.0004431065802598874,0.0012714052712528804,-1.2885703224014687e-07,-0.00019115322925137066,-3.552158855420075e-05,-3.8657109672044144e-07,-5.742728403502531e-05,0.0005601574056313463,0.0015242939634893306,0.0003209579588732265,0.00010481313376772059,-6.404194502335337e-05,-4.724757848805403e-07,7.98484076448111e-05,0.0005967986970730041,0.0014194284631651225,-8.590468816009852e-08,-1.3023386080380943e-05,-1.1167609460812877e-06
Armónicos IL1: Armónico 13 (%IL1),-0.0016066751276900867,-0.0033749601170814064,-0.009430863573548684,-0.007101845420985902,-0.0060416436312657005,-0.012024350644893156,8.249860212047286,4.3234326371915515,3.992829373990179,0.000552001861660502,-0.0006463665847237926,6.703763370633254e-05,0.0004172642337988335,0.00360269132719605,0.0028442822780981756,0.006163164383524044,0.0073252722178354344,0.006603968796592993,-0.07104175477781086,0.05278151554698337,0.03547486444514793,-0.2323174078201503,-0.0795928923873151,0.047749234801048125,-0.0021373390414841267,0.00417372595306152,0.0016345955830868964,0.02529090465481797,0.00010290146026202101,0.03656787666754139,0.050439836906615215,-0.00019629338922235384,-1.1652637528894869e-05,-0.001455966394399797,0.015318894873451406,2.709724136118489e-06,0.0035139608847319925,0.0013443479618426215,0.0074707198381382895,-1.839890136141294e-06,-0.0016911132188486592,0.0011972854118541471,8.485931832472552e-06,-0.000819977704006961,0.001203094765423326,0.0091683396506621,0.0040582784857396215,0.0004820739666823147,0.0006485998124218184,7.259338408378225e-06,0.003212947719348213,0.0019797994537403096,0.008155204470809476,-1.2265934240942044e-06,-0.0016313906321525971,0.00039862011181731065
Armónicos IL2: Armónico 2 (%IL2),0.000464382837576987,0.0005848305265251237,0.000325270668413006,0.0009578272507714843,0.0008292731796541618,0.0005937103254689324,0.03877369731816544,0.07065870538104614,0.058821105801233786,-2.5928812079375936e-05,-9.897734195204474e-06,-2.4136079302187355e-06,9.753861494184568e-05,0.00016256744400602971,9.631539494386165e-05,0.0002845712434252512,0.0003294897849911565,0.0002515171591672658,0.003028276567593847,0.0020252853977328214,0.0020299191515284185,0.0011998500002157436,0.0015572490023876761,0.002487973932045861,9.784602820262575e-05,0.0006571883199435798,3.8924237948925736e-05,0.00010290146026202101,0.0008337171586181043,0.0009272785434016759,0.0018844746692963695,0.00034127579052906765,-2.6830505343153687e-07,-3.3524010360340765e-05,0.00039256030097236907,6.432692107791173e-05,9.38132149653031e-05,6.628821532814227e-05,0.00033446146978606566,-4.236395580497968e-08,-5.440316443059526e-05,1.0730633101861315e-05,8.810820225023208e-05,-1.888020297041943e-05,3.339966430487613e-05,0.00038876676563357355,8.884800244141948e-05,8.04032577882004e-06,-2.1054886035075074e-05,9.36822005093873e-05,9.908066293314689e-05,4.252988129854957e-05,0.0003034865535627499,-2.8242637203319665e-08,-3.334808226609516e-05,-3.6715428364315807e-07
Armónicos IL2: Armónico 3 (%IL2),-0.5631115979762581,-0.5749529497081006,-0.6907329329547252,-1.0170070230024506,-1.0581319672134355,-1.0940586014324507,28.83439807808854,66.83297235728348,58.75715001837731,-0.012033792348755772,0.0006000653738599611,0.006999223959013651,0.010691815970191376,0.026801025953022282,0.025125613424196138,0.02161456821910953,0.012736078046959016,0.00399702726630482,3.600414851390772,2.420272634414358,2.179864721690385,1.7251713588670272,1.625907117026895,2.8556765843433007,0.05735307591738561,1.1434001269741918,0.00292137092899056,0.03656787666754139,0.0009272785434016759,1.061424817903637,2.1048198470818082,0.9625537418160075,0.0018174303750347555,0.005628550285819416,0.3735715438955303,6.601186896828469e-05,0.0750727636244248,-0.15880997392655458,0.1511165744269979,0.00023757451447180007,-0.06130782787838568,0.009334044890887313,2.925015405966332e-05,-0.022533189609690613,-0.19816100774436657,0.17027759943075368,0.052826625510868135,-0.022701416093674532,-0.008312020929363222,4.5709727666448106e-05,0.09781707283109263,-0.15519817525105542,0.12949593678670168,0.0001018937472762527,-0.060284028161047304,0.0007755991067481417
Armónicos IL2: Armónico 5 (%IL2),-0.7088848626525253,-0.8065558530119797,-0.9897341342670659,-1.4868445134166248,-1.4591791857843819,-1.3957723214898625,10.67037432524614,85.07979885766376,70.67542229811123,-0.008594388342929919,0.023365614769644043,0.031015123292840407,0.04419458457238095,0.040014464839289575,0.04269066349407709,0.013904248830186155,-0.014864999998038558,-0.021020257227663527,8.965504800463808,6.365377060388642,5.7728855298456025,4.843855604025674,3.4645433767681566,7.104976732970179,0.10223259949547667,2.856898382991341,0.00290876451406778,0.050439836906615215,0.0018844746692963695,2.1048198470818082,5.623970099676897,2.6788026755583907,0.0002558120013164208,0.04042780122831943,0.8436652655180544,0.00011820347800231974,0.12919809385734404,-0.357451171029958,0.2940657674917049,3.545255099659244e-05,-0.12009908399713343,0.014454692533784268,-8.49240410350379e-08,-0.05057719732620683,-0.4553968947612655,0.32755612812272356,0.0993110657790634,-0.04091353104748408,-0.017429101762536654,9.171070752905555e-05,0.19790005009145506,-0.36909479150853725,0.25809808138351237,2.1767620365608757e-05,-0.11319127796756566,0.0019160322860414223
Armónicos IL2: Armónico 7 (%IL2),-1.2196740114586662,-1.39633861970779,-1.3663510719649858,-2.416939721837482,-2.3650750828156495,-2.118681885721659,5.0201824656371015,56.614528332425245,50.39214154731207,-0.014027347935953538,0.0032254273091396088,0.007900269879972704,0.006851825278493977,0.0024747918380347927,-0.007161436287160179,-0.12861127697122826,-0.17477814604346148,-0.14219514995467453,4.852835060056785,3.1265282528359326,2.6343749355224513,2.755817072438838,1.892267357356048,3.6455690844325357,0.023816898864292974,1.6222435748980997,-0.0021233673696337487,-0.00019629338922235384,0.00034127579052906765,0.9625537418160075,2.6788026755583907,1.6755427556262648,-9.189722661225276e-05,0.037969474612418855,0.3501735049151987,-1.7123863969337874e-05,0.04989604708989045,-0.28672418338571953,0.06246673801855168,-9.939839260168393e-06,-0.05897099539998046,0.005561971798942244,-8.304080629591113e-05,-0.040573179026546995,-0.358329700820253,0.0534996859967905,0.024834131972352,-0.02437914092958288,-0.016186598711743508,-3.411181024713506e-05,0.09891895755641579,-0.29990031467004946,0.04752813280472523,1.3099484297289853e-06,-0.052533287282144375,0.0005086259682419412
Armónicos IL2: Armónico 9 (%IL2),0.00024198018935903636,0.00024049974562013473,0.00016859869840668679,0.0005120056116551144,0.00029687830600661695,0.00031965597329815785,0.004314565394845792,0.00852569244474151,0.021158176184631526,-2.870973904195493e-05,-5.3311404102321706e-05,-4.8289429761541714e-05,0.00010666061411261021,0.0001367372771822641,0.00016159770167694607,0.00012380356147500272,0.00012120406207574786,9.835204211918708e-05,0.001350852005835247,0.001100393357174824,0.0003033357300349068,-0.00022951359510335484,0.0021487441636786238,0.0004679398996680318,-1.2986709877901545e-05,-4.52766738959974e-05,-8.160945375209227e-07,-1.1652637528894869e-05,-2.6830505343153687e-07,0.0018174303750347555,0.0002558120013164208,-9.189722661225276e-05,0.00020301042977056446,-8.846613845090004e-06,4.354328203764333e-05,-2.6085213528066382e-08,9.110780567653502e-05,0.00013463402445420078,2.65971113273767e-05,2.6599464880476664e-05,2.4703677858204176e-05,3.75344648432121e-05,-3.353813167894212e-08,0.00012947150572874483,0.00011335005925069887,2.9197983632607117e-05,3.4164176803616385e-05,1.5252004736917829e-05,3.085841534485242e-05,-4.0991049829818325e-08,7.835605884981085e-05,0.00010471055807843368,1.758672941239239e-05,1.2597589098655887e-05,2.0319792950088664e-05,-9.688793596138974e-08
Armónicos IL2: Armónico 11 (%IL2),0.04314870501624539,0.049689114463878276,0.04442120472891585,0.07562797758789834,0.0830006203965972,0.07920432569330761,-2.1107287580261063,-4.082906883475981,-4.026875134358462,0.0005373056739850405,0.00030863414683896087,0.0005261291563257429,0.0031368554255478934,0.0022674928030307455,0.00040112943090694084,0.0010614398959415637,0.00027659211002702426,-3.138345381564359e-05,-0.00722712807290674,0.05463647018813123,0.04175416353349916,-0.05080398099584325,-0.048687769996669586,0.04366614888498455,0.0015594176054401518,0.0031882948390110806,-0.00010196886484603609,-0.001455966394399797,-3.3524010360340765e-05,0.005628550285819416,0.04042780122831943,0.037969474612418855,-8.846613845090004e-06,0.030317608068293922,0.006232451025501922,-3.2592787850331155e-06,-0.00029227403046359955,0.005675476800438689,-0.0061890711192753274,-1.396833765014199e-06,0.0032065180084076806,0.0007143792680214478,-4.190501295042597e-06,-0.0006225222479413266,0.005627482753359014,-0.006409359178484425,-0.00036853091607739823,0.0013669981646208436,0.002364597148199711,-5.121723805052085e-06,-0.001337509909439191,0.005159307498380953,-0.0045133318976659335,-9.312225100094717e-07,-7.240117724726408e-06,-1.2105892630123017e-05
Armónicos IL2: Armónico 13 (%IL2),-0.1312662748785273,-0.14849699053126372,-0.17085667310755678,-0.25444513112624945,-0.27066401550677666,-0.2559532611027889,8.137967506218288,19.709831383767618,17.095578298436028,-0.0016174210686935471,0.0028133655652430494,0.004888777303667575,0.0048786368181217244,0.011257424028286582,0.010429235444352763,0.009066706755521098,0.006210567100387242,0.005703650007825564,1.382044711821153,0.9476922099745932,0.8582264622135088,0.670408778439257,0.5347358118993305,1.133774532947194,0.029877584642595323,0.42518594971947665,0.0009813274980906765,0.015318894873451406,0.00039256030097236907,0.3735715438955303,0.8436652655180544,0.3501735049151987,4.354328203764333e-05,0.006232451025501922,0.17456376344123992,3.3438694060455614e-05,0.023400817349765818,-0.058847647839418676,0.05561163824162913,5.3272674424762655e-06,-0.021618185826354115,0.003979754540101992,1.3180681879249273e-05,-0.008708447529691023,-0.07226093215608609,0.06236082852129787,0.02066524884705319,-0.005512121386854699,-0.00198960298305011,2.3734994628015092e-05,0.03420867386304759,-0.05605051352567362,0.0514321541247783,2.1509514042278503e-06,-0.0215449240331898,0.00039630970719053575
Armónicos VL1: Armónico 2 (%VL1),7.04420600336482e-05,7.44005402188887e-05,6.576413789153778e-05,0.0001290950941362406,0.00011459514767957253,0.00012079762306827235,0.0018440658885035585,0.008167168718768844,0.0073575530422223525,-2.6935924909103834e-06,-1.5170571799648313e-06,-8.049955733588785e-07,1.0105392107830426e-05,1.580516816725292e-05,7.3098417353217575e-06,3.3891360773408894e-05,3.7577613316717206e-05,3.262299178178491e-05,0.00028568172822973176,0.00011718752758070039,9.620167910323347e-05,0.000208233160229502,0.0001784183495551977,0.0001891319193970823,1.6223826037907042e-05,2.2829661202108718e-05,-3.0066640856034194e-07,2.709724136118489e-06,6.432692107791173e-05,6.601186896828469e-05,0.00011820347800231974,-1.7123863969337874e-05,-2.6085213528066382e-08,-3.2592787850331155e-06,3.3438694060455614e-05,1.2595431674980541e-05,6.144538756547268e-06,9.206903598857338e-06,3.854727719403126e-05,-4.118717925484104e-09,-4.97796093651014e-06,-1.1353932414584666e-06,6.990444966671708e-06,-1.8355752887907842e-06,6.009405582706401e-06,4.120090831459314e-05,8.385121308010675e-06,6.066283115962997e-07,-2.0470028089656236e-06,9.788819602900607e-06,6.753912880093907e-06,6.585829962849149e-06,3.6333368244370976e-05,-2.7458119503227484e-09,-2.833677932733107e-06,-3.5695555354196016e-08
Armónicos VL1: Armónico 3 (%VL1),-0.03313560908189072,-0.013165623120835003,-0.047544389717797224,-0.032211782592885846,-0.04425449569829334,-0.0861274417034703,4.5479117441907455,6.945705363394487,5.874602504102048,-0.0017081204701457678,-0.0006235422896227529,0.0001300005805430963,0.0014868499927628077,0.0029004338579010896,0.00259363852248644,0.008508527315141146,0.009285111187732363,0.004971456107999836,0.20917110487942517,0.14673161296446874,0.14169012413815818,0.0669889959624792,0.12044771366045393,0.17263687970637076,0.004748978459889773,0.06338702494021009,0.000264865335575484,0.0035139608847319925,9.38132149653031e-05,0.0750727636244248,0.12919809385734404,0.04989604708989045,9.110780567653502e-05,-0.00029227403046359955,0.023400817349765818,6.144538756547268e-06,0.011124861091334736,-0.005167391561021557,0.015101342819721378,1.4238015609548752e-05,-0.005322141992212096,0.0007797548931349603,7.700041226405181e-06,-0.0016499225092641689,-0.007450546749998128,0.018747920733900626,0.005630080879852291,-0.0035656437340375146,-0.0007374317322503883,6.454423248083738e-06,0.007805561014491236,-0.0051923572677915735,0.011975970418975601,8.558303590306006e-06,-0.005826094000126303,-1.059079282181975e-05
Armónicos VL1: Armónico 5 (%VL1),0.7554125135868655,0.8642592415400552,0.7857624229554583,1.4513439016497238,1.4451718609583584,1.2713774363099113,-9.499287649141715,-30.744409810550756,-29.861546712890462,0.004859509317520598,0.0015442526625550042,0.0006971797216295863,0.012943875289928327,0.0059161694785742356,0.00845967892828605,0.08679926329865367,0.10865091139382511,0.08391817676517463,-1.1037402607030764,-0.43094805786759455,-0.2746640579491846,-0.8217476624314471,-0.5323728549815101,-0.6276395604033524,-0.006026721457382868,-0.3320015906096373,0.0004431065802598874,0.0013443479618426215,6.628821532814227e-05,-0.15880997392655458,-0.357451171029958,-0.28672418338571953,0.00013463402445420078,0.005675476800438689,-0.058847647839418676,9.206903598857338e-06,-0.005167391561021557,0.12515481711519535,0.008858465357855807,1.4550057524760227e-05,0.01897810038453133,-0.0005833385307630987,2.684344988520545e-05,0.013878966766653468,0.14913165089589944,0.02077258655877987,0.0011428673415872534,0.007955023600253717,0.0075815186458283185,2.0670472362029777e-05,-0.02432104092162001,0.1253465028358354,0.011020737548625346,8.298235972725529e-07,0.012425005403365661,6.120787483176947e-05
Armónicos VL1: Armónico 7 (%VL1),0.1380120079455953,0.14675486844226554,0.12532624666727077,0.25871727953189394,0.23200629245956894,0.21973159280236396,7.2771539831728775,15.212433614857513,13.528012476655697,-0.004388815552828049,-0.0021613706465641843,-0.0011497066080318147,0.007819284053069496,0.00703259890708838,0.009011219505306667,0.054649667148752835,0.06110853076701901,0.0493103789338169,0.5358409300143526,0.3147714176274065,0.2850607871772151,0.27612854420580685,0.30409379497492905,0.40405973729640254,0.007063786388382571,0.12430785710166994,0.0012714052712528804,0.0074707198381382895,0.00033446146978606566,0.1511165744269979,0.2940657674917049,0.06246673801855168,2.65971113273767e-05,-0.0061890711192753274,0.05561163824162913,3.854727719403126e-05,0.015101342819721378,0.008858465357855807,0.06508539279036071,4.715539765829318e-06,-0.009182728293670075,-0.00023603058363802205,3.795614310701172e-05,-0.0011262655741473206,0.007975411842373116,0.07283775409057336,0.01233440851484132,1.3351510608446475e-05,-0.002030326316214771,3.876556924408183e-05,0.014549459133884614,0.009118115219761025,0.058421294830773685,2.209986361159783e-06,-0.007801927128504398,-1.4687544251701603e-05
Armónicos VL1: Armónico 9 (%VL1),-5.084655343723076e-06,-8.370156632881794e-06,-2.2015449507067495e-05,-7.359560544555688e-07,-3.594181546025503e-05,-2.4760202358495354e-05,0.001231210310759228,0.0035511155253307005,0.005254637578319383,-4.09157165176672e-06,-6.712592332830067e-06,-6.37741106805417e-06,1.9236844716881204e-05,2.0779245741147756e-05,2.698232913106408e-05,1.5125108998928032e-05,1.3903811069309344e-05,1.1180161744014176e-05,0.00023267912402322654,0.00013725804003158514,3.4626649987820305e-05,1.8014291558943527e-05,0.0003465730501695159,7.145269534784931e-05,-2.0505331386160863e-06,-2.1986108545078146e-07,-1.2885703224014687e-07,-1.839890136141294e-06,-4.236395580497968e-08,0.00023757451447180007,3.545255099659244e-05,-9.939839260168393e-06,2.6599464880476664e-05,-1.396833765014199e-06,5.3272674424762655e-06,-4.118717925484104e-09,1.4238015609548752e-05,1.4550057524760227e-05,4.715539765829318e-06,4.199915507443657e-06,1.4680287462975377e-06,5.115643792876274e-06,-5.295494475622454e-09,1.882116801348748e-05,1.0378580783945125e-05,5.052490118018901e-06,5.394343705834089e-06,8.602236581511514e-07,3.3243937541407717e-06,-6.47227102576076e-09,1.2298295596070668e-05,9.825299675955e-06,3.366561580520756e-06,2.7999436716291784e-06,1.5866870484364856e-06,-1.5298095151798455e-08
Armónicos VL1: Armónico 11 (%VL1),0.09623401380437349,0.09973116159221013,0.11038799356460129,0.1713215939281467,0.17931513926954346,0.18020077837884915,-2.507536033564806,-6.8432586976143215,-6.2477698511416895,0.0009531365488360299,-0.00010397135412069973,-0.00042722623764531646,0.0014800222763800973,-0.00033145272672855736,-0.0005236837460092588,0.005248682108328547,0.006572051282353034,0.006192961934808937,-0.2656104444018189,-0.13729999544979737,-0.12085805466283972,-0.1757792714341019,-0.14475286123411682,-0.16841782216317425,-0.0029192897996616458,-0.08228400227196339,-0.00019115322925137066,-0.0016911132188486592,-5.440316443059526e-05,-0.06130782787838568,-0.12009908399713343,-0.05897099539998046,2.4703677858204176e-05,0.0032065180084076806,-0.021618185826354115,-4.97796093651014e-06,-0.005322141992212096,0.01897810038453133,-0.009182728293670075,1.4680287462975377e-06,0.007920546008628907,-3.2288198853269625e-05,-3.999275105645134e-06,0.0019693775283534535,0.022969320650820173,-0.010106749519580977,-0.0029470801624108594,0.0036403229545564223,0.0016133637883104508,-5.821709722959334e-06,-0.007307447583430505,0.018703042202737382,-0.006953451819041575,-1.8224346173142363e-06,0.0054203679231109945,2.1126277145783317e-05
Armónicos VL1: Armónico 13 (%VL1),-0.008078654116737027,-0.006430575792843401,-0.00918507870869956,-0.01214041356635078,-0.012927148136946969,-0.016006794943155805,1.0921052296342146,0.6010188576873126,0.5010664276241235,7.865404024654233e-05,3.609665964131279e-06,0.00012334690352825076,-1.744463364396305e-05,0.0006777719265832631,0.0005689877407341592,-0.00034311666131233034,-0.0005952873237237757,-0.0005155744415116568,0.0025013556465857682,0.016920099421928132,0.015156057437678885,-0.026488775513005845,-0.006227468945847526,0.017929619348089336,0.00149075877375176,0.005571511141916488,-3.552158855420075e-05,0.0011972854118541471,1.0730633101861315e-05,0.009334044890887313,0.014454692533784268,0.005561971798942244,3.75344648432121e-05,0.0007143792680214478,0.003979754540101992,-1.1353932414584666e-06,0.0007797548931349603,-0.0005833385307630987,-0.00023603058363802205,5.115643792876274e-06,-3.2288198853269625e-05,0.0011193627990336312,-1.4597913104465903e-06,-0.0001538348990345331,-0.0007692233313994957,-0.00016602042021121282,0.0007069287034236758,-6.678658019712484e-05,0.0006993377101575827,-3.836291553450875e-07,0.0008323403300544437,-0.0003773934164059149,-0.00011023317042823365,2.4767223791911075e-06,-0.0005112493954310461,6.581083630763575e-05
