,PC1,PC2,PC3,PC4,PC5,PC6
0,-0.7925238083285743,-0.3862211537327047,-2.473111812698663,2.6815151650224505,0.12805376702535234,-0.26366244212499085
1,-0.6170628090658762,-0.2138855660980436,-2.7489099649923427,2.35710033522398,0.45662799630684253,-0.43602303962077743
2,-0.6375600692534968,-0.12121489838301566,-2.7685308298391087,1.650954107977019,0.5101437968390155,-0.7345688352444507
3,-0.07662196562401093,0.11400745373259381,-2.582110042483006,2.699674887970828,-0.12948570611385518,-0.5821009078849655
4,0.24603978813851887,0.29675678089426727,-2.636946827650825,2.684131963662251,-0.24474138528599967,-0.6801408972900602
5,0.287683244176142,1.2115001278031694,-2.7298597292814,2.583346924307621,1.0423270145569623,0.5163857475540811
6,0.38178109813171246,0.9343142333048992,-2.580149624422992,2.5318382885437676,0.10196025419965582,-0.2623822675721862
7,0.331318348604558,1.1233658744005632,-2.5964013100831433,2.130835561603166,0.7504704827714436,-0.8304540608823631
8,0.24467695678000906,0.6367995614196287,-2.5223415770152795,2.14320050830352,-0.5071357667952818,-1.2531348666415236
9,0.491322408961103,1.2413748997266612,-2.5102588100895753,2.3840340361513284,0.4590535868703019,-0.1351102052088686
10,1.1874509028154352,2.0371329050747686,-1.1534250271231434,2.3830171799665485,0.03886089300394544,-0.46876056873342326
11,0.9693302947741834,2.1662635779123005,-0.859942394695761,2.0356033150479704,0.706993560305097,-1.0300983617357435
12,0.9097166652503823,2.166626228274812,-0.8915212215123288,2.5612082532000864,0.22889461521437815,0.22878378252831635
13,0.779428608441221,1.9914627282225443,-0.8529038369718097,2.196724317710885,0.1850392894094769,-0.9547303124533254
14,0.8007667560459835,1.9575646525280608,-0.8552556381945791,2.4486948108929543,-0.03425763043744029,-0.35846809801566926
15,0.7790259974342091,1.9734770955887528,-0.8599111666619387,2.174982235647512,0.2063590828003501,-0.9717657954050835
16,0.822017237800847,2.1194380535291497,-0.9122150812719312,2.5658553046319326,0.19413968145462468,0.2463275936371019
17,0.8047376671409235,2.1086301085447325,-0.9153249783454656,2.5822952369728234,0.165346803676645,0.26778962384091987
18,0.8143320837883294,1.744025916665406,-0.8391051890958877,2.201097087152397,0.19293918613706817,-0.9312151010334304
19,0.9080649192500648,1.8324254812355958,-0.761902246123116,2.1803396325722746,0.9201120931632726,-0.3027003618102784
20,1.0139055760224969,1.6385307073671962,-0.7268845416211157,2.2375316216819723,0.2270905481866874,-0.9601873566005978
21,1.1525503151899383,2.019918169458689,-0.5981319583412221,2.541992974074469,0.621413455936126,0.24877272990867663
22,1.122019219007109,1.7979106914804657,-0.5222648595785714,2.589245826710926,-0.06058114131242209,-0.3993841723949226
23,1.1874976244281523,1.892569766448166,-0.44567528017123853,2.7635003138290704,0.14116622449161942,0.23862612669853298
24,1.1364388503804213,1.6502392155048544,-0.5146721456701775,2.0255249456402145,-0.16025183918861538,-1.4369485431402569
25,1.0917605155180063,2.308297879189095,-0.5198233911653704,2.3568031044258784,0.7336844534361808,-0.3793202641469264
26,1.0234270839026116,1.7674400166590987,-0.5666459646834459,2.347292476321183,0.12144424790390251,-0.9718180291679771
27,1.0036557982208678,1.777241072253484,-0.4893659843020837,2.3906096097618152,0.09099511207989874,-0.9662692261374285
28,1.0036163143244252,1.944772948432794,-0.5587756091692824,2.2391334707381567,0.5493237709054761,-0.9674824544748948
29,1.0064266185549198,1.9357065729956366,-0.5547499109720473,2.2336219584865606,0.5483883660448226,-0.9656954663182826
30,1.0116223012799879,1.59488752147315,-0.48823392743742894,2.568806869422925,-0.35432059669527816,-0.9644234226841156
31,1.0897216506247094,1.5268172284079624,-0.5176171106192146,2.2867126010204912,0.5870771614536219,-0.9071574924371342
32,1.147920776320039,1.5237764842285346,-0.42113129851739867,2.333946868459015,0.5652193538933948,-0.9017013582561874
33,1.166475186516791,1.6588439140058697,-0.5048458413500927,2.7516096156916214,0.5217412488069428,0.35940116477779877
34,1.1806073397502905,1.678876317132891,-0.3609903035401231,2.7780819777150527,0.4468315691551951,0.3867674408520614
35,1.1467231083546787,1.5716795755900541,-0.33911743552042756,2.6417776731810685,0.9927185154257127,0.4038104441099398
36,1.1153967052235272,1.1512750935808664,-0.13958885828452552,2.83138697354029,0.5982850913179558,0.45886022686605216
37,1.1006346588213536,1.324832834723118,-0.16814635562084243,2.685100705931368,1.024235582936603,0.47846520831411954
38,1.1900393422090167,1.4463896293785283,-0.29018204212125764,2.6150638006675297,1.006953137080078,0.4571383878775853
39,1.1552956350251535,0.9691299769176129,-0.1491563814061725,2.900785998478758,0.17616607889988548,0.4402366812105573
40,1.0578774176696275,0.34928586276741286,-0.11791759958354114,2.0823615353726215,-0.8689678470054765,-1.6846847714071758
41,1.1241079863777381,1.1100407419530167,-0.17949078783864333,2.2056319422663337,0.5258301073701231,-0.6440959376125357
42,1.106565082493807,1.2588400475129193,-0.34434752098747007,2.595339650392038,1.09934456707298,0.4578848613312316
43,1.0921478549084007,1.008177915234716,-0.24578744072812983,2.920011901357662,0.1452130816172724,0.44009120423036513
44,1.0572397518995882,0.8942403871479506,-0.30602759130350743,2.9215578278160197,0.16444203690164014,0.4820623235334921
45,1.0985774299865987,1.1302657910451046,-0.2626616304926535,2.3538895011165932,0.709639115704083,0.05012944339636493
46,1.0567068702157774,0.6218636174694655,-0.08699044641433944,2.753278505508917,-0.2981561783305112,-0.7466708651251508
47,1.1071284084789645,1.1428418591527076,-0.25238189087685486,2.7925642778886717,0.6347389038307575,0.45773363920138127
48,1.011601386039242,0.9184056481319156,-0.16414105631458334,2.8050009685594146,-0.07036382485947153,-0.16747282400977673
49,1.0415702606188009,1.0588247733831242,-0.2136102043037577,2.907890743820614,0.12153558143437208,0.4554787849833038
50,0.9822297580848172,1.0106626249382515,-0.434244896116313,2.809692275259985,0.5767233355085195,0.5239044332058442
51,0.7023562036093282,0.6981207115964341,-0.5963029432043034,3.1129868432703143,-0.0004898859976587136,0.611730194544909
52,0.5385542808632244,0.20880033502833548,-0.9061592445085164,2.9275727275726826,-0.4882620878545569,-0.5134568345771081
53,0.6015285871581892,0.9252646582195969,-0.9640665680178059,2.860140189571011,0.8403764210746484,0.708626483998012
54,0.5449199498632702,0.24533533941078758,-0.87458247199593,2.94770718004966,-0.474209798245589,-0.516840097016937
55,0.5685571152928999,0.4895335506338554,-0.8539914037865659,2.84328661523406,-0.3589148287903161,0.25248070073611495
56,0.5920621955095239,0.6342538864598131,-0.8986915784648657,2.665915808741532,0.08905192094492133,0.2653203164975237
57,0.5516049288219106,0.15009731784572636,-0.7997696696982948,2.5865161264261642,-0.7913141236865269,-0.9640454355906728
58,0.5479280780217699,0.6042596610365301,-0.9440810531564178,3.1062981286512468,-0.03642207957137997,0.7312567059334067
59,0.4564925232508484,0.511625654609459,-0.7942471136828643,2.9566890605762426,-0.26408263341475025,0.12137021196143077
60,0.3557215345743314,0.5469054222216383,-0.8237932135209551,2.7308783980722016,-0.3772261599560385,0.30167178748965856
61,0.5913753911499822,0.6998632413266538,-0.74186342348296,3.075722734282242,-0.008575081683353539,0.6616174690036483
62,0.5692959350580699,0.6993513927937601,-0.7875256369519852,3.059463187296686,-0.01036923203053565,0.6730758724641182
63,0.5325700941149477,0.5166229306065203,-0.8287051050772838,2.6635791032587774,0.03651759386144719,-0.5526435925585748
64,0.5969517625426737,0.9609535920127422,-0.827970464262728,2.923678135413282,0.4167220834595268,0.6493785296290167
65,0.8554427746522012,1.168760028521407,-0.6823052376064049,2.552570386802368,-0.04754175464224886,-0.751005743580329
66,0.8775159692865984,1.0046161855096738,-0.7047010185566379,2.641993115577483,-0.4403349001987802,-0.778490776339849
67,0.9270851353876421,1.2807550484992913,-0.591475794827425,2.571609626058211,-0.3540831288566606,-0.013928734627139384
68,0.842849865166593,1.115749977930362,-0.6217362971544703,2.2790889089605098,-0.6646981766722524,-0.4526392771242815
69,0.8855330840299239,1.5476169772988928,-0.6721046213696067,2.7909463430696326,0.4005593441989354,0.4566635219660353
70,0.8197088359619675,1.7088832789311965,-0.6595684283840162,2.661055618493756,0.7735959026691335,0.5025102994319418
71,0.7557738805753293,1.5148074341504765,-0.7406452956969719,2.83151617458467,0.3454591172616213,0.5026712187388569
72,0.7970483992503289,1.3689137074857889,-0.6607363198858559,2.909573600109186,-0.09500671580332613,0.47206946785823967
73,0.7870904887059729,1.3660968196277434,-0.6722956996036491,2.9158679018472173,-0.08354713034821647,0.46639392388313816
74,0.7998244272430803,1.7180731323124323,-0.770639774905905,2.634892519229947,0.8416417878165923,0.46859916753291675
75,0.7848007673169514,1.7540289128330198,-0.7092408503624142,2.6422944305165483,0.8184855380521032,0.4742379296311027
76,0.6391649984538167,1.4747274741158565,-0.9393041080852494,2.8316738703881934,0.3282498205976185,0.5421535928485225
77,0.5625072479952625,1.2221189644824868,-0.9376559134870012,3.113518784680472,-0.21398305404399545,0.6017371599432924
78,0.5109578893057235,1.01753331123365,-0.9722935658040396,2.9966878831001864,-0.4253964272827711,0.007311789549130999
79,0.5735806305688039,1.1653074022256795,-1.0003417052762649,3.1037431809750684,-0.225713665833267,0.6212195172887793
80,0.577560507009309,1.5948294624291037,-1.0107704606852088,2.7689637082615572,0.7195767625856211,0.6033584257488399
81,0.5726878862976958,1.3483064641891847,-0.8863433983845853,2.151289703755937,0.04390939508247878,-0.2929625154767408
82,0.5883474030453794,1.4151511691061944,-0.9594884321053108,2.9150403017399578,0.2480780021961016,0.6034508677444093
